0.499062449,0.388053847,0.506410256,0.464405394
0.499037792,0.387736118,0.512820513,0.461418937
0.499037792,0.387312479,0.519230769,0.464405394
0.499013136,0.386782931,0.525641026,0.461418937
0.499013136,0.386147472,0.532051282,0.464405394
0.49898848,0.385406105,0.52602185,0.45780649
0.499018304,0.384764355,0.520108238,0.456677052
0.499057454,0.384220309,0.514325462,0.455049179
0.499110043,0.383771805,0.508688377,0.452928493
0.49918014,0.383416437,0.503211661,0.450321218
0.499271764,0.383151555,0.497734945,0.447713942
0.499384913,0.382977159,0.504145202,0.450700399
0.499473406,0.382696853,0.510555458,0.453686857
0.499537242,0.382310637,0.516965715,0.456673314
0.499576423,0.381818512,0.523375971,0.459659771
0.499590946,0.381220477,0.529786227,0.462646228
0.499580814,0.380516532,0.536196484,0.459659771
0.499595338,0.379706678,0.54260674,0.462646228
0.499585205,0.378790913,0.549016997,0.459659771
0.499599729,0.37776924,0.555427253,0.462646228
0.499589596,0.376641656,0.561837509,0.459659771
0.49960412,0.375408163,0.568247766,0.462646228
0.499593987,0.37406876,0.574658022,0.459659771
0.499608511,0.372623448,0.581068279,0.462646228
0.499598379,0.371072225,0.587478535,0.459659771
0.499612902,0.369415093,0.593888791,0.462646228
0.49960277,0.367652052,0.600299048,0.459659771
0.499617294,0.365783101,0.606709304,0.462646228
0.499607161,0.36380824,0.613119561,0.459659771
0.499621685,0.361727469,0.619529817,0.462646228
0.499611552,0.359540789,0.625940073,0.459659771
0.499626076,0.357248199,0.63235033,0.462646228
0.499615943,0.354849699,0.638760586,0.459659771
0.499630467,0.35234529,0.645170843,0.462646228
0.499620335,0.34973497,0.651581099,0.459659771
0.499634858,0.347018742,0.657991356,0.462646228
0.499624726,0.344196603,0.664401612,0.459659771
0.49963925,0.341268555,0.670811868,0.462646228
0.499629117,0.338234597,0.677222125,0.459659771
0.499643641,0.33509473,0.683632381,0.462646228
0.499633508,0.331848953,0.690042638,0.459659771
0.499648032,0.328497266,0.696452894,0.462646228
0.499637899,0.325039669,0.70286315,0.459659771
0.499652423,0.321476163,0.709273407,0.462646228
0.499642291,0.317806747,0.715683663,0.459659771
0.499656814,0.314031422,0.72209392,0.462646228
0.499646682,0.310150186,0.728504176,0.459659771
0.499661206,0.306163041,0.734914432,0.462646228
0.499651073,0.302069987,0.741324689,0.459659771
0.499665597,0.297871022,0.747734945,0.462646228
0.499655464,0.293566148,0.754145202,0.459659771
0.499669988,0.289155365,0.760555458,0.462646228
0.499659855,0.284638671,0.766965715,0.459659771
0.499674379,0.280016068,0.773375971,0.462646228
0.499664246,0.275287556,0.779786227,0.459659771
0.49967877,0.270453133,0.786196484,0.462646228
0.499668638,0.265512801,0.79260674,0.459659771
0.499683161,0.260466559,0.799016997,0.462646228
0.499673029,0.255314408,0.805427253,0.459659771
0.499687553,0.250056347,0.811837509,0.462646228
0.49967742,0.244692376,0.807619079,0.451309743
0.499760882,0.239398101,0.803400649,0.445946172
0.499888626,0.234173524,0.799182218,0.440582601
0.500060652,0.229018642,0.794963788,0.43521903
0.50027696,0.223933458,0.790745357,0.429855459
0.50053755,0.21891797,0.797155614,0.432841916
0.500773484,0.213796572,0.80356587,0.435828373
0.500984761,0.208569264,0.809976127,0.43881483
0.501171382,0.203236047,0.816386383,0.441801287
0.501333347,0.19779692,0.822796639,0.444787744
0.501470655,0.192251883,0.829206896,0.447774201
0.501583307,0.186600937,0.835617152,0.450760658
0.501671302,0.180844081,0.842027409,0.453747116
0.501734641,0.174981315,0.848437665,0.456733573
0.501773324,0.16901264,0.854847921,0.45972003
0.50178735,0.162938055,0.861258178,0.462706487
0.50177672,0.15675756,0.867668434,0.45972003
0.501790746,0.150471156,0.874078691,0.462706487
0.501780116,0.144078842,0.880488947,0.45972003
0.501794142,0.137580618,0.886899203,0.462706487
0.501783512,0.130976485,0.89330946,0.45972003
0.501797538,0.124266441,0.899719716,0.462706487
0.501786908,0.117450489,0.906129973,0.45972003
0.501800935,0.110528626,0.912540229,0.462706487
0.501790305,0.103500854,0.918950485,0.45972003
0.501804331,0.096367172,0.925360742,0.462706487
0.501793701,0.089127581,0.931770998,0.45972003
0.501807727,0.081782079,0.938181255,0.462706487
0.501797097,0.074330668,0.944591511,0.45972003
0.501811123,0.066773348,0.951001768,0.462706487
0.501800493,0.059110118,0.957412024,0.45972003
0.501814519,0.051340978,0.96382228,0.462706487
0.501803889,0.043465928,0.970232537,0.45972003
0.501817916,0.035484969,0.976642793,0.462706487
0.501807286,0.0273981,0.98305305,0.45972003
0.501821312,0.019205321,0.989463306,0.462706487
0.501810682,0.010906632,0.995873562,0.45972003
0.501824708,0.002502034,0.995873562,0.45972003
0.467756195,0.388265666,0.5,0.461418937
0.467756195,0.388053847,0.493620974,0.463363771
0.467740139,0.387947421,0.487280949,0.458816465
0.467761625,0.387945745,0.480995461,0.459724749
0.467775612,0.388047917,0.474779977,0.460118242
0.467786351,0.38825278,0.46864988,0.460000103
0.467798065,0.388558925,0.462620448,0.459374113
0.467814947,0.388964687,0.456706836,0.458244674
0.467841154,0.389468153,0.45092406,0.456616801
0.467880801,0.390067162,0.457334317,0.459603258
0.467895791,0.390560262,0.463744573,0.462589716
0.467886125,0.390947451,0.470154829,0.459603258
0.467901115,0.391228731,0.476565086,0.462589716
0.467891449,0.391404101,0.482975342,0.459603258
0.46790644,0.391473562,0.489385599,0.462589716
0.467896774,0.391437113,0.495795855,0.459603258
0.467911764,0.391294754,0.502206111,0.462589716
0.467902098,0.391046485,0.508616368,0.459603258
0.467917088,0.390692307,0.515026624,0.462589716
0.467907422,0.390232219,0.521436881,0.459603258
0.467922413,0.389666221,0.527847137,0.462589716
0.467912747,0.388994314,0.534257394,0.459603258
0.467927737,0.388216497,0.54066765,0.462589716
0.467918071,0.387332771,0.547077906,0.459603258
0.467933061,0.386343134,0.553488163,0.462589716
0.467923395,0.385247588,0.559898419,0.459603258
0.467938386,0.384046133,0.566308676,0.462589716
0.46792872,0.382738767,0.572718932,0.459603258
0.46794371,0.381325492,0.579129188,0.462589716
0.467934044,0.379806307,0.585539445,0.459603258
0.467949034,0.378181213,0.591949701,0.462589716
0.467939368,0.376450209,0.598359958,0.459603258
0.467954359,0.374613295,0.604770214,0.462589716
0.467944693,0.372670472,0.61118047,0.459603258
0.467959683,0.370621738,0.617590727,0.462589716
0.467950017,0.368467095,0.624000983,0.459603258
0.467965007,0.366206543,0.63041124,0.462589716
0.467955341,0.363840081,0.636821496,0.459603258
0.467970332,0.361367709,0.643231752,0.462589716
0.467960666,0.358789427,0.649642009,0.459603258
0.467975656,0.356105236,0.656052265,0.462589716
0.46796599,0.353315135,0.662462522,0.459603258
0.46798098,0.350419124,0.668872778,0.462589716
0.467971314,0.347417204,0.675283035,0.459603258
0.467986305,0.344309374,0.681693291,0.462589716
0.467976639,0.341095634,0.688103547,0.459603258
0.467991629,0.337775985,0.694513804,0.462589716
0.467981963,0.334350426,0.70092406,0.459603258
0.467996953,0.330818957,0.707334317,0.462589716
0.467987287,0.327181579,0.713744573,0.459603258
0.468002278,0.323438291,0.720154829,0.462589716
0.467992612,0.319589093,0.726565086,0.459603258
0.468007602,0.315633985,0.72287264,0.453396483
0.468073836,0.311739884,0.719461814,0.446784652
0.468194658,0.307902136,0.716344573,0.439779459
0.468373314,0.304115891,0.713532524,0.432393079
0.468612954,0.300376107,0.711036904,0.424638149
0.468916618,0.296677554,0.708868563,0.416527756
0.469287242,0.293014827,0.707037952,0.408075418
0.46972765,0.289382345,0.705555113,0.399295074
0.470240548,0.285774363,0.704429661,0.390201058
0.470828527,0.282184975,0.703670778,0.38080809
0.471494055,0.278608125,0.703287197,0.37113125
0.472239476,0.275037613,0.702903617,0.361454411
0.473064789,0.271473438,0.709313873,0.364440868
0.473865446,0.267803353,0.71572413,0.367427325
0.474641446,0.264027359,0.722134386,0.370413782
0.47539279,0.260145455,0.728544643,0.37340024
0.476119478,0.256157642,0.734954899,0.376386697
0.476821509,0.252063919,0.741365155,0.379373154
0.477498884,0.247864286,0.747775412,0.382359611
0.478151603,0.243558743,0.747391832,0.372682772
0.478884214,0.239259538,0.747008251,0.363005932
0.479696718,0.23496667,0.746624671,0.353329093
0.480589114,0.23068014,0.746241091,0.343652254
0.481561403,0.226399948,0.74585751,0.333975415
0.482613585,0.222126092,0.74547393,0.324298576
0.483745659,0.217858575,0.751884186,0.327285033
0.484853076,0.213485147,0.758294443,0.33027149
0.485935838,0.20900581,0.764704699,0.333257947
0.486993943,0.204420563,0.771114956,0.336244404
0.488027391,0.199729407,0.777525212,0.339230861
0.489036183,0.194932341,0.783935468,0.342217318
0.490020319,0.190029365,0.783551888,0.332540479
0.491084347,0.185132727,0.783168308,0.32286364
0.492228268,0.180242426,0.782784728,0.313186801
0.493452082,0.175358462,0.782401147,0.303509961
0.494755788,0.170480837,0.782017567,0.293833122
0.496139387,0.165609548,0.781633987,0.284156283
0.497602878,0.160744597,0.781250406,0.274479444
0.499146262,0.155885984,0.787660663,0.277465901
0.500664989,0.150921461,0.794070919,0.280452358
0.50215906,0.145851028,0.800481176,0.283438815
0.503628475,0.140674685,0.806891432,0.286425272
0.505073233,0.135392433,0.813301688,0.289411729
0.506493335,0.130004271,0.819711945,0.292398186
0.507888781,0.1245102,0.826122201,0.295384643
